### Initial Prob Right
0.39622	0.169812	0.18239	0.0943429	0.157234	
### Initial Prob Left
0.106921	0.11321	0.0943429	0.0817647	0.603761	
### Transition Prob Right
0.0337035	0.397171	0.198123	0.150674	0.220328	
0.317849	0.0170221	0.273942	0.225422	0.165765	
0.277559	0.329458	0.0244968	0.131202	0.237285	
0.384084	0.16914	0.242835	0.0150975	0.188843	
0.524839	0.198501	0.112848	0.143469	0.0203428	
### Transition Prob Left
0.0311415	0.283748	0.125678	0.135688	0.423745	
0.564122	0.0263574	0.182533	0.0812354	0.145751	
0.412022	0.341265	0.0115845	0.108641	0.126487	
0.332893	0.378188	0.175022	0.00747624	0.106421	
0.445127	0.203178	0.19661	0.108898	0.0461866	
### Transition Prob 2nd Right
0.0796837	0.48605	0.135459	0.0916356	0.207171	
0.171906	0.0157194	0.326421	0.259197	0.226756	
0.256204	0.32126	0.0395713	0.121395	0.261569	
0.343999	0.203556	0.216889	0.0195564	0.216	
0.515388	0.25528	0.0935429	0.11889	0.0168986	
0.0615233	0.3883	0.199193	0.149773	0.20121	
0.320749	0.0188765	0.226414	0.207547	0.226414	
0.30549	0.19743	0.0134351	0.186332	0.297313	
0.52624	0.153192	0.131206	0.0078021	0.18156	
0.612461	0.170399	0.0798448	0.115872	0.0214225	
0.0352594	0.32183	0.261065	0.2018	0.180045	
0.529746	0.0215196	0.249367	0.132279	0.067089	
0.20339	0.161019	0.059328	0.14407	0.432194	
0.279809	0.165342	0.297297	0.0158997	0.241653	
0.508383	0.174757	0.177405	0.122683	0.0167704	
0.0134234	0.358389	0.238926	0.142953	0.246309	
0.432266	0.0228324	0.185693	0.170472	0.188737	
0.237792	0.550954	0.0201708	0.0721875	0.118896	
0.406762	0.0678078	0.254233	0.0508601	0.220337	
0.441415	0.149864	0.108992	0.268392	0.0313363	
0.0188066	0.457072	0.144726	0.134505	0.24489	
0.344492	0.00972025	0.215983	0.316414	0.113391	
0.335237	0.42095	0.0152399	0.0857154	0.142858	
0.252238	0.155224	0.473132	0.0179118	0.101493	
0.616999	0.148939	0.0531993	0.159577	0.0212861	
### Transition Prob 2nd Left
0.134531	0.260088	0.0672676	0.107625	0.430488	
0.379666	0.0157175	0.313359	0.12279	0.168468	
0.433332	0.354444	0.00888995	0.0422231	0.161111	
0.41581	0.41273	0.119097	0.00410778	0.0482554	
0.478863	0.176024	0.199141	0.103369	0.0426026	
0.0246743	0.341558	0.11914	0.139232	0.375396	
0.41044	0.16418	0.119406	0.0597067	0.246267	
0.335861	0.190683	0.020586	0.275189	0.177682	
0.307316	0.287804	0.209756	0.0146364	0.180488	
0.419266	0.327	0.14654	0.0692003	0.037993	
0.0145601	0.333333	0.17931	0.121839	0.350957	
0.69032	0.0248856	0.122581	0.0599085	0.102305	
0.162167	0.648588	2.70234e-05	0.0540738	0.135144	
0.297686	0.205202	0.228323	0.00867329	0.260115	
0.354998	0.19	0.309999	0.0950013	0.0500019	
0.0159799	0.250333	0.114515	0.199734	0.419439	
0.698243	0.0350887	0.0923983	0.0654979	0.108772	
0.351008	0.497471	0.00505297	0.0378808	0.108587	
0.235284	0.529315	0.117671	5.88062e-05	0.117671	
0.371897	0.185951	0.157026	0.252065	0.0330613	
0.0446606	0.187379	0.111165	0.119903	0.536892	
0.720709	0.0209214	0.0627622	0.0345197	0.161088	
0.50379	0.399782	0.00866843	0.041171	0.046588	
0.225681	0.488324	0.22179	0.00778397	0.0564216	
0.327186	0.235022	0.156683	0.142858	0.13825	
### Transition Prob 3rd Right
0.249988	0.349963	0.100025	0.150012	0.150012	
0.180329	8.19639e-06	0.352453	0.172132	0.295078	
0.264696	0.205881	0.147067	0.176474	0.205881	
0.304325	4.34688e-05	0.304325	0.0869811	0.304325	
0.34614	0.134622	0.134622	0.326911	0.057706	
0.0409372	0.479529	0.169591	0.103315	0.206628	
0.19149	2.12743e-05	0.212765	0.276588	0.319136	
0.243576	0.140802	0.00513975	0.231243	0.379239	
0.476682	0.168394	0.0764257	0.00518261	0.273316	
0.673189	0.144579	0.0421699	0.114458	0.0256037	
0.026249	0.212598	0.427819	0.2021	0.131234	
0.38025	0.0210103	0.220588	0.283613	0.0945389	
0.135599	0.186442	0.0169647	0.0508601	0.610135	
0.245809	0.178772	0.324019	0.0223513	0.229049	
0.546387	0.203608	0.157217	0.0695893	0.0231982	
0.00775442	0.165375	0.245477	0.222222	0.359171	
0.315553	0.0355592	0.222222	0.071114	0.355552	
0.227272	0.60743	0.00826842	0.0495899	0.10744	
0.454488	0.0454897	0.227267	0.0454897	0.227267	
0.272726	0.22314	0.136365	0.363633	0.00413628	
0.0152414	0.192263	0.0844086	0.178195	0.529893	
0.21513	0.00945852	0.269503	0.406617	0.099292	
0.29032	0.438702	0.0129093	0.15484	0.103229	
0.192894	0.238578	0.50253	0.0101571	0.0558412	
0.62955	0.222218	0.0740974	0.0370672	0.0370672	
0.0420234	0.56301	0.134457	0.0588295	0.201681	
0.264744	0.0157286	0.384009	0.152032	0.183486	
0.192893	0.444159	0.0253829	0.164975	0.172589	
0.163266	0.170069	0.472784	0.00680601	0.187075	
0.426765	0.20202	0.174243	0.186869	0.0101034	
0.176474	0.352919	0.235289	0.117659	0.117659	
0.499252	0.499252	0.000498753	0.000498753	0.000498753	
0.208332	0.374964	0.0416996	0.24999	0.125016	
0.681709	4.54442e-05	0.136378	4.54442e-05	0.181822	
0.541596	0.291648	0.0416996	0.125016	4.1658e-05	
0.0326312	0.391553	0.168906	0.176584	0.230326	
0.519283	0.00890491	0.341244	0.0712185	0.0593493	
0.260856	0.0435123	0.13045	0.347794	0.217388	
0.310343	0.131663	0.275861	0.00940738	0.272726	
0.562871	0.0878255	0.181637	0.149701	0.0179659	
0.0121964	0.432248	0.246612	0.0623316	0.246612	
0.388885	0.00926367	0.185186	0.33333	0.083336	
0.206522	0.423907	0.0543518	0.0326132	0.282606	
0.272694	0.0909587	0.45443	0.0909587	0.0909587	
0.68503	0.0944903	0.0314994	0.125986	0.0629948	
0.0175174	0.584392	0.160828	0.135351	0.101912	
0.417137	0.011434	0.125716	0.131431	0.314282	
0.287495	0.449984	0.0250109	0.087507	0.150003	
0.159666	0.14286	0.487383	0.0420234	0.168069	
0.545376	0.181822	0.0909339	0.136378	0.0454897	
0.065232	0.565178	0.0869688	0.108706	0.173916	
0.230047	0.0305184	0.460091	0.166667	0.112677	
0.318839	0.330433	0.0434805	0.113045	0.194203	
0.24719	0.273407	0.131087	0.0149847	0.333331	
0.271965	0.447694	0.125525	0.150629	0.0041882	
0.0701338	0.377266	0.2237	0.159613	0.169287	
0.424208	0.0303287	0.272716	0.0303287	0.242418	
0.310076	0.348835	0.0103384	0.155039	0.175711	
0.473678	0.076558	0.354063	0.0191431	0.076558	
0.452818	0.150946	0.21698	0.179246	9.43352e-06	
0.0833576	0.45828	0.0833576	0.208332	0.166674	
0.315759	0.210524	0.315759	0.157906	5.26177e-05	
0.000142755	0.142898	0.142898	0.571163	0.142898	
0.176478	0.352896	0.29409	0.058865	0.117671	
0.352926	0.294108	0.274502	0.0588374	0.0196255	
0.0287406	0.505738	0.189655	0.126439	0.149427	
0.480756	0.0384693	0.182693	0.105774	0.192308	
0.340537	0.443237	0.00541066	0.167568	0.0432475	
0.29995	0.10005	0.29995	9.995e-05	0.29995	
0.390722	0.0927188	0.158942	0.331121	0.0264958	
0.0156538	0.577388	0.227826	0.0852184	0.093914	
0.365478	5.07601e-06	0.213198	0.406086	0.0152331	
0.318405	0.447755	0.00995498	0.039805	0.18408	
0.201439	0.136693	0.489198	0.0287831	0.143887	
0.789319	5.26177e-05	0.0526703	0.157906	5.26177e-05	
0.2	0.150012	0.299975	0.100025	0.249988	
0.0900573	0.0150111	0.281425	0.390242	0.223264	
0.360793	0.298294	0.0568202	0.0852289	0.198864	
0.452375	0.157144	0.123811	0.0238137	0.242856	
0.370877	0.428568	0.0824192	0.0934081	0.0247277	
0.0889699	0.313165	0.156584	0.160143	0.281137	
0.466578	6.66445e-05	0.2	0.333289	6.66445e-05	
0.360649	0.0983648	0.0573829	0.0983648	0.385238	
0.414405	0.342336	0.135138	0.0180262	0.090095	
0.59348	0.170733	0.146344	0.0894354	8.12975e-06	
0.0625031	0.41071	0.174108	0.227678	0.125002	
0.686042	0.0290714	0.184109	0.0755826	0.0251955	
0.368377	0.263141	0.0526703	0.105288	0.210524	
0.253727	0.179106	0.358197	0.0298634	0.179106	
0.160716	0.437489	0.14286	0.258926	8.92817e-06	
0.0454897	0.499932	0.181822	0.136378	0.136378	
0.000249688	0.000249688	0.249938	0.499625	0.249938	
0.2	0.733156	0.0667111	6.66445e-05	6.66445e-05	
0.333111	0.333111	0.333111	0.000332779	0.000332779	
0.461438	0.0769704	0.153864	0.153864	0.153864	
0.0247705	0.668723	0.142416	0.102169	0.0619216	
0.672706	0.0272806	0.127276	0.136367	0.0363711	
0.499981	0.287495	0.0250109	0.0625086	0.125005	
0.406086	0.101525	0.40101	0.00508109	0.0862973	
0.565138	0.13045	4.34688e-05	0.304325	4.34688e-05	
0.065232	0.41302	0.130442	0.130442	0.260863	
0.128367	0.0116705	0.252244	0.309694	0.298025	
0.163842	0.206215	0.0254262	0.110171	0.494346	
0.518629	0.223602	0.108697	0.027953	0.121119	
0.773485	0.120806	0.0318806	0.0570482	0.0167801	
0.0377384	0.327042	0.220125	0.198113	0.216981	
0.333259	0.000111049	0.22221	0.333259	0.11116	
0.569991	0.215	0.0300042	0.080003	0.105002	
0.724129	0.106898	0.113795	0.00345166	0.0517267	
0.438084	0.333327	0.104766	0.0857197	0.0381029	
0.0228622	0.234285	0.302854	0.239999	0.2	
0.538454	0.00905409	0.303165	0.0362028	0.113124	
0.125047	0.125047	0.125047	0.000124922	0.624735	
0.266659	0.266659	0.266659	2.22198e-05	0.2	
0.559976	0.14667	0.226665	0.0666756	1.33324e-05	
0.0120539	0.301202	0.246987	0.337345	0.102413	
0.721129	0.00962454	0.115389	0.105774	0.0480842	
0.206349	0.634914	0.0158759	0.0603197	0.0825415	
0.499875	8.32986e-05	0.0833819	0.0833819	0.333278	
0.220587	0.249996	0.176472	0.35293	1.47048e-05	
0.0701868	0.561372	0.0526445	0.157898	0.157898	
0.42849	7.14031e-05	0.42849	0.0714745	0.0714745	
0.5996	0.2	0.0001998	0.2	0.0001998	
0.2	0.0667111	0.733156	6.66445e-05	6.66445e-05	
0.000498753	0.499252	0.000498753	0.499252	0.000498753	
### Transition Prob 3rd Left
0.633261	0.0333611	0.0333611	3.33278e-05	0.299983	
0.137936	0.0517369	0.517214	0.206896	0.0862167	
0.266644	0.599867	6.66445e-05	6.66445e-05	0.133356	
0.0435123	0.608607	0.0435123	4.34688e-05	0.304325	
0.347818	0.228259	0.0869627	0.0652247	0.271735	
