### Horizontal Transition Prob Right
0.20151	0.282708	0.145851	0.145936	0.223995	
0.375154	0.12088	0.209027	0.133281	0.161658	
0.287377	0.318321	0.0863971	0.156863	0.151042	
0.300554	0.18144	0.240997	0.0704641	0.206544	
0.338535	0.199413	0.128585	0.180072	0.153395	
### Horizontal Transition Prob Left
0.246854	0.261223	0.11477	0.100491	0.276662	
0.398659	0.124091	0.172301	0.101697	0.203252	
0.326726	0.262019	0.0913649	0.123035	0.196856	
0.328426	0.193375	0.155719	0.103341	0.219139	
0.390813	0.176203	0.123913	0.100169	0.208901	
### Vertical Transition Prob Right
0.00653245	0.239472	0.196942	0.198054	0.358999	
0.00434182	0.00723617	0.195658	0.313169	0.479594	
0.00372184	0.00372184	0.0186055	0.106047	0.867904	
2.32016e-06	0.00232248	0.0139233	0.00232248	0.981429	
0.206895	0.310326	0.172419	0.137942	0.172419	
### Vertical Transition Prob Left
0.421045	0.210526	0.118424	0.0855301	0.164475	
0.992818	0.00646157	0.00071859	7.17873e-07	7.17873e-07	
0.757408	0.237129	0.00234086	0.00156084	0.00156084	
0.574895	0.405565	0.0195387	5.92065e-07	5.92065e-07	
0.560372	0.231973	0.145697	0.0503279	0.0116306	
### Horizontal Output Prob Right
1 1	4.21036e-07	4.21036e-07	0.00126353	4.21036e-07	0.00168457	4.21036e-07	4.21036e-07	4.21036e-07	0.000842493	4.21036e-07	0.00126353	0.000421457	0.000421457	0.000421457	4.21036e-07	0.00126353	4.21036e-07	4.21036e-07	0.000421457	0.00168457	4.21036e-07	4.21036e-07	0.0021056	4.21036e-07	0.000421457	0.006737	0.000421457	0.00126353	0.00294767	0.000842493	0.000421457	0.0101053	0.00378975	0.00631596	0.006737	0.00126353	4.21036e-07	0.0159998	0.00800011	0.00757907	0.0315781	0.0319992	0.0214733	0.0917863	0.0378937	0.0442092	0.354092	0.042104	0.0328412	0.0842076	0.0151577	0.0176839	0.0214733	0.00589493	0.00589493	0.0227364	0.00168457	0.0021056	0.00800011	0.00463182	0.00421078	0.00421078	0.00126353	0.00126353	0.00505285	0.00168457	4.21036e-07	0.0117894	4.21036e-07	4.21036e-07	0.0021056	0.000842493	4.21036e-07	0.000421457	4.21036e-07	0.000842493	0.000842493	4.21036e-07	4.21036e-07	0.000842493	0.000421457	4.21036e-07	0.000421457	4.21036e-07	4.21036e-07	4.21036e-07	4.21036e-07	4.21036e-07	0.00168457	4.21036e-07	4.21036e-07	4.21036e-07	4.21036e-07	
1 2	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	0.000600523	3.00112e-07	3.00112e-07	0.000300412	3.00112e-07	3.00112e-07	3.00112e-07	0.000300412	3.00112e-07	0.000300412	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	0.000900635	3.00112e-07	3.00112e-07	3.00112e-07	0.000600523	0.000600523	0.000600523	0.000300412	0.00150086	0.000900635	0.000300412	0.000900635	0.00150086	0.00150086	0.00150086	0.00120075	0.00540231	0.00180097	0.000600523	0.00180097	0.0108043	0.00420186	0.0222086	0.0345131	0.00330153	0.0366139	0.0621234	0.0150059	0.142553	0.0753283	0.0537203	0.144054	0.0666251	0.0531201	0.124847	0.0114045	0.00900365	0.0426162	0.00810332	0.00540231	0.0138054	0.00480209	0.00540231	0.00240119	0.00240119	0.000900635	0.0102041	0.00120075	3.00112e-07	0.000900635	0.000600523	0.000300412	0.00210108	0.00210108	0.000300412	0.00120075	3.00112e-07	3.00112e-07	0.000600523	0.000600523	3.00112e-07	0.000300412	0.000600523	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	3.00112e-07	0.000300412	3.00112e-07	
1 3	0.000582284	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	0.000582284	5.81702e-07	5.81702e-07	0.000582284	0.000582284	0.000582284	5.81702e-07	5.81702e-07	5.81702e-07	0.000582284	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	0.00116399	5.81702e-07	0.000582284	0.000582284	0.000582284	0.00290909	5.81702e-07	5.81702e-07	0.00290909	0.000582284	5.81702e-07	0.0122163	0.0174516	0.00174569	0.0395563	0.0308308	0.00174569	0.0337393	0.0139614	0.00116399	0.0360661	0.0395563	0.0139614	0.102962	0.0599159	0.0354844	0.154733	0.0238504	0.018615	0.133792	0.045955	0.0349027	0.045955	0.0133797	0.0116346	0.0191968	0.0046542	0.00698101	0.0139614	0.000582284	0.000582284	0.00349079	0.00116399	0.000582284	5.81702e-07	5.81702e-07	0.00116399	0.00290909	0.000582284	5.81702e-07	0.0040725	0.000582284	0.000582284	0.000582284	0.000582284	5.81702e-07	0.000582284	0.000582284	5.81702e-07	0.000582284	5.81702e-07	5.81702e-07	5.81702e-07	5.81702e-07	
1 4	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	0.00116331	5.81364e-07	5.81364e-07	5.81364e-07	0.000581945	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	0.000581945	5.81364e-07	5.81364e-07	0.000581945	5.81364e-07	5.81364e-07	5.81364e-07	5.81364e-07	0.000581945	0.00116331	5.81364e-07	0.000581945	5.81364e-07	5.81364e-07	5.81364e-07	0.00174467	0.00523286	5.81364e-07	0.00523286	0.00813968	0.00116331	0.0145347	0.00639558	5.81364e-07	0.00581422	0.0162788	0.00232604	0.0255806	0.0093024	0.00755831	0.0255806	0.0331383	0.00697695	0.0889493	0.0343011	0.0226738	0.143597	0.0587183	0.0436029	0.0924374	0.0622065	0.0337197	0.0680202	0.0372079	0.0174415	0.0476724	0.00988377	0.00348876	0.00813968	0.00813968	0.00174467	0.00988377	0.0029074	5.81364e-07	0.00523286	0.00174467	5.81364e-07	0.00174467	0.00348876	0.000581945	0.00407013	0.000581945	0.000581945	0.00116331	5.81364e-07	5.81364e-07	0.00232604	5.81364e-07	5.81364e-07	0.00232604	0.00116331	
1 5	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	0.0011367	3.78775e-07	3.78775e-07	0.000379153	3.78775e-07	3.78775e-07	0.000379153	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	3.78775e-07	0.000757928	0.0011367	0.000757928	3.78775e-07	0.0011367	0.0011367	0.00151548	3.78775e-07	0.0011367	0.000379153	0.00606077	0.0011367	0.000379153	0.00454567	0.000379153	0.0011367	0.00492445	0.00340935	0.0041669	0.0242419	0.0026518	0.0041669	0.0655284	0.0356052	0.032575	0.101891	0.0416656	0.0310599	0.0931789	0.0333325	0.0295448	0.235977	0.0314387	0.0280297	0.0613619	0.0121212	0.0143938	0.0143938	0.00643955	0.00681832	0.0189391	0.0011367	0.000757928	0.00833342	0.0041669	0.00189425	0.00454567	0.000379153	0.00151548	0.00151548	3.78775e-07	3.78775e-07	0.00984852	0.000379153	0.0011367	0.00227303	0.000757928	
2 1	2.97788e-07	0.000893662	2.97788e-07	2.97788e-07	0.000893662	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	0.000298086	0.000298086	2.97788e-07	0.00119145	2.97788e-07	2.97788e-07	0.00119145	2.97788e-07	0.000893662	0.000298086	2.97788e-07	0.000893662	0.000595874	0.000298086	0.000595874	0.00506269	0.000893662	0.00268039	0.00148924	0.00208481	0.00148924	0.00684942	0.00565827	0.00714721	0.0410951	0.00952952	0.0098273	0.105715	0.0512198	0.0604513	0.136685	0.0512198	0.0884434	0.176589	0.0190587	0.0798075	0.0342459	0.00327597	0.0366282	0.011614	0.00297818	0.011614	0.00506269	0.00119145	0.00476491	0.00446712	2.97788e-07	0.00178703	0.00208481	0.000595874	0.0023826	0.00148924	2.97788e-07	0.000893662	0.000595874	2.97788e-07	2.97788e-07	0.0023826	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	0.000595874	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	2.97788e-07	
2 2	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	0.00277333	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	0.00277333	9.24135e-07	0.00184919	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	0.00277333	0.00369746	0.00554573	9.24135e-07	9.24135e-07	0.00277333	0.00277333	0.00184919	9.24135e-07	0.000925059	0.00554573	0.0110905	0.000925059	0.00184919	0.0120147	0.00554573	0.00646987	0.0175595	0.0147871	0.0194078	0.0332698	0.0268008	0.021256	0.607158	0.0129388	0.0184836	0.0397387	0.0120147	0.00924227	0.0120147	0.0101664	0.00277333	0.0166354	9.24135e-07	0.00277333	0.0110905	0.00369746	0.000925059	0.00277333	0.00184919	0.0046216	0.00369746	9.24135e-07	0.000925059	0.0138629	9.24135e-07	0.000925059	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	0.0046216	0.00277333	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	9.24135e-07	
2 3	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	0.000534981	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	0.00160388	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	0.000534981	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	0.00213832	0.00213832	0.00213832	0.00267277	0.00106943	0.00320722	0.00320722	0.00267277	5.34447e-07	0.0416874	0.135216	0.103683	0.260276	0.100477	0.117579	0.1117	0.0261884	0.0251195	0.0326018	0.00267277	0.00106943	0.00481056	0.00267277	0.000534981	0.00320722	5.34447e-07	0.00160388	0.00106943	5.34447e-07	0.00106943	0.00106943	5.34447e-07	5.34447e-07	0.000534981	5.34447e-07	0.000534981	0.000534981	5.34447e-07	5.34447e-07	0.00106943	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	0.000534981	5.34447e-07	5.34447e-07	5.34447e-07	0.000534981	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	5.34447e-07	
2 4	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	0.00167715	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	0.000838996	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	0.00335347	8.38158e-07	8.38158e-07	8.38158e-07	0.00251531	8.38158e-07	8.38158e-07	8.38158e-07	0.00335347	0.00419163	0.00167715	0.0067061	0.0150877	0.00502978	0.0067061	0.0293364	0.0511285	0.0997416	0.233009	0.0947127	0.0637008	0.205349	0.0251456	0.0217929	0.0494521	0.011735	0.011735	0.0125732	0.00586794	0.00335347	0.00754426	0.00251531	8.38158e-07	0.00502978	0.00251531	0.000838996	0.000838996	8.38158e-07	0.00167715	0.00335347	8.38158e-07	8.38158e-07	0.00251531	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	8.38158e-07	0.00251531	0.000838996	8.38158e-07	8.38158e-07	8.38158e-07	
2 5	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	0.00138277	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	6.91041e-07	0.000691732	6.91041e-07	6.91041e-07	0.000691732	6.91041e-07	0.000691732	6.91041e-07	6.91041e-07	0.000691732	0.00276485	6.91041e-07	0.00207381	0.0110573	0.00207381	0.00138277	0.00967526	0.00622006	0.0165857	0.0207319	0.0165857	0.0483735	0.19902	0.0241871	0.0421542	0.198329	0.0366258	0.0884539	0.0822345	0.0331706	0.03939	0.0262602	0.00207381	0.00276485	0.038699	0.00138277	0.00276485	0.00414693	0.00138277	0.00276485	0.0069111	0.00207381	0.00345589	0.00829318	6.91041e-07	0.00276485	0.00207381	6.91041e-07	0.00138277	0.00276485	6.91041e-07	0.000691732	6.91041e-07	6.91041e-07	6.91041e-07	0.00138277	6.91041e-07	6.91041e-07	0.000691732	6.91041e-07	
